Age,Gender,Department,Job_Title,Years_at_Company,Satisfaction_Level,Average_Monthly_Hours,Promotion_Last_5Years,Salary,Attrition,Satisfaction_Hours,Salary_Rank,Satisfaction_Tenure,Department_Attrition_Rate,Department_Satisfaction_Impact,Satisfaction_Per_Hour
55,1,Sales,Analyst,8,0.7079331319043227,248,1,90300,0,175.56741671227203,High,5.663465055234582,0.49282296650717705,0.348885706153805,0.002854569080259366
47,0,Sales,Manager,9,0.6211326296688876,223,0,64574,0,138.51257641616195,Medium,5.590193667019989,0.49282296650717705,0.306108425147825,0.002785348115107119
43,0,Sales,HR Specialist,5,0.3467266495632437,208,1,41035,1,72.11914310915469,Low,1.7336332478162186,0.49282296650717705,0.17087485600485217,0.0016669550459771333
40,1,Sales,HR Specialist,6,0.5167788316752226,165,1,50803,1,85.26850722641174,Medium,3.100672990051336,0.49282296650717705,0.25468047685429634,0.0031319929192437737
32,1,Sales,HR Specialist,3,0.2981683980076915,159,1,80233,1,47.40877528322295,High,0.8945051940230746,0.49282296650717705,0.1469442344248432,0.0018752729434446007
30,0,Sales,Engineer,2,0.8015824338432045,193,1,48580,0,154.70540973173846,Low,1.603164867686409,0.49282296650717705,0.395038232946651,0.004153276859291215
56,0,Sales,HR Specialist,2,0.65162912393342,189,1,94871,1,123.15790442341638,High,1.30325824786684,0.49282296650717705,0.32113779791934094,0.0034477731425048676
59,0,Sales,Analyst,7,0.2222705069714097,229,1,95026,1,50.89994609645282,High,1.555893548799868,0.49282296650717705,0.10954001061270431,0.0009706135675607411
39,1,Sales,Accountant,7,0.7136084660487285,221,0,82478,1,157.707470996769,High,4.9952592623411,0.49282296650717705,0.35168264116277054,0.0032289975839308984
46,1,Sales,HR Specialist,1,0.355288042663971,205,1,81226,0,72.83404874611406,High,0.355288042663971,0.49282296650717705,0.17509410715018667,0.001733112403238883
42,1,Sales,Accountant,8,0.6677084764306055,176,1,31816,0,117.51669185178656,Low,5.341667811444844,0.49282296650717705,0.3290620721165185,0.0037937981615375313
27,0,Sales,Analyst,3,0.101518306547187,196,0,99501,1,19.897588083248653,High,0.304554919641561,0.49282296650717705,0.05003055298736968,0.000517950543608097
48,1,Sales,HR Specialist,7,0.8830986189155482,182,1,68280,0,160.72394864262978,Medium,6.181690332408837,0.49282296650717705,0.4352112810923515,0.004852190213821693
33,1,Sales,Accountant,9,0.9060169754478156,228,1,80805,0,206.57187040210195,High,8.15415277903034,0.49282296650717705,0.44650597354605265,0.003973758664244805
57,1,Sales,Manager,6,0.6961337414839491,219,1,45592,1,152.45328938498486,Low,4.176802448903695,0.49282296650717705,0.3430706955638601,0.0031786928834883522
50,0,Sales,Accountant,7,0.914640282961798,239,0,60283,1,218.59902762786973,Medium,6.402481980732586,0.49282296650717705,0.45075573753619713,0.003826946790635138
50,0,Sales,Engineer,3,0.571187198456714,191,1,88532,1,109.09675490523236,High,1.713561595370142,0.49282296650717705,0.2814941695743614,0.0029905088924435286
52,0,Sales,Engineer,2,0.7887659264891739,227,1,30359,1,179.04986531304246,Low,1.5775318529783477,0.49282296650717705,0.3887219637721766,0.0034747397642694885
33,1,Sales,Engineer,5,0.6185351599675583,204,1,42829,1,126.18117263338189,Low,3.0926757998377914,0.49282296650717705,0.3048283324242034,0.0030320350978801877
50,1,Sales,Manager,1,0.6007464280153564,156,0,85323,1,93.7164427703956,High,0.6007464280153564,0.49282296650717705,0.29606163677311825,0.0038509386411240795
44,0,Sales,HR Specialist,5,0.2715748239068898,184,0,39711,0,49.969767598867726,Low,1.357874119534449,0.49282296650717705,0.13383831034645766,0.001475950129928749
44,0,Sales,Manager,8,0.4075607563102211,188,1,77127,1,76.62142218632157,Medium,3.2604860504817688,0.49282296650717705,0.20085530095671184,0.00216787636335224
41,1,Sales,Engineer,1,0.0082281265262676,240,0,77259,0,1.9747503663042238,Medium,0.0082281265262676,0.49282296650717705,0.004055009723471593,3.4283860526114996e-05
39,1,Sales,Manager,9,0.7320832783838206,202,1,69919,1,147.88082223353175,Medium,6.588749505454385,0.49282296650717705,0.36078745298341397,0.0036241746454644583
56,0,Sales,Manager,3,0.7085857031728879,159,0,99423,1,112.66512680448918,High,2.1257571095186636,0.49282296650717705,0.34920730826223667,0.004456513856433257
27,1,Sales,Manager,4,0.4469667668538275,212,0,81306,1,94.75695457301144,High,1.78786706741531,0.49282296650717705,0.22027548797102506,0.0021083338059142806
56,1,Sales,Accountant,1,0.7567860032562015,152,1,69350,0,115.03147249494262,Medium,0.7567860032562015,0.49282296650717705,0.37296152313583136,0.004978855284580273
32,0,Sales,Accountant,2,0.355787567426447,188,1,86611,0,66.88806267617204,High,0.711575134852894,0.49282296650717705,0.1753402844254739,0.0018924870607789734
48,1,Sales,Manager,7,0.5484576334636269,203,1,90845,1,111.33689959311626,High,3.839203434245388,0.49282296650717705,0.27029251792705056,0.0027017617412001325
39,1,Sales,Manager,5,0.5294515597842143,214,0,67199,0,113.30263379382187,Medium,2.6472577989210717,0.49282296650717705,0.2609258883147085,0.0024740727092720295
54,1,Sales,Accountant,5,0.320043844824578,229,1,90433,1,73.29004046482835,High,1.6002192241228899,0.49282296650717705,0.15772495701881117,0.0013975713747798166
35,1,Sales,Accountant,7,0.0018202886542839,182,1,53608,0,0.3312925350796698,Medium,0.012742020579987301,0.49282296650717705,0.0008970800545035489,1.00015860125489e-05
27,1,Sales,HR Specialist,8,0.3342980480865616,185,1,82983,1,61.8451388960139,High,2.674384384692493,0.49282296650717705,0.1647497557555782,0.0018070164761435762
54,1,Sales,Accountant,4,0.5054887193116648,157,1,76669,0,79.36172893193138,Medium,2.0219548772466593,0.49282296650717705,0.24911645018708842,0.003219673371411878
29,1,Sales,Analyst,3,0.69737520327081,216,1,59042,1,150.63304390649498,Medium,2.09212560981243,0.49282296650717705,0.3436825164444662,0.003228588904031528
52,1,Sales,Manager,1,0.439422403020958,242,0,53320,1,106.34022153107183,Medium,0.439422403020958,0.49282296650717705,0.21655745220650083,0.0018157950538056115
34,0,Sales,Accountant,4,0.3820037149848587,211,1,68139,1,80.60278386180518,Medium,1.5280148599394348,0.49282296650717705,0.18826020403560023,0.0018104441468476714
59,0,Sales,HR Specialist,1,0.9405101237886104,159,0,73220,1,149.54110968238905,Medium,0.9405101237886104,0.49282296650717705,0.4635049892355353,0.0059151580112491225
